iteration,nfev,energy
157,1107,-1.1453953324883528
158,1114,-1.145464756576476
159,1121,-1.1454663951101454
160,1128,-1.145504742330992
161,1135,-1.1455097132218224
162,1142,-1.1455148262185717
163,1149,-1.1454737220367874
164,1156,-1.1455223492195477
165,1163,-1.1455192705702886
166,1170,-1.1455596085341375
167,1177,-1.1455662843757508
168,1184,-1.1455919646700885
169,1191,-1.145568699164689
170,1198,-1.1455176958082005
171,1205,-1.1455573415726727
172,1212,-1.145559553879474
173,1219,-1.1455936644171005
174,1226,-1.1456066095388155
175,1233,-1.1455832775341763
176,1240,-1.1456181435280572
177,1247,-1.145636382430107
178,1254,-1.145638023226204
179,1261,-1.1456503000818374
180,1268,-1.1456529633232495
181,1275,-1.1456471102482242
182,1282,-1.1456802507949926
183,1289,-1.1456099090075305
184,1296,-1.145771403183474
185,1303,-1.145757517339729
186,1310,-1.1457732751262828
187,1317,-1.1458006038003232
188,1324,-1.1457972192178618
189,1331,-1.1456687801479037
190,1338,-1.1458049850894254
191,1345,-1.1458127739463713
192,1352,-1.1457154511729348
193,1359,-1.1458038362242604
194,1366,-1.1458213665565027
195,1373,-1.145859148277859
196,1380,-1.1458618783902206
197,1387,-1.145858427535053
198,1394,-1.1458010797697922
199,1401,-1.1458808022230218
