iter,nfev,E
 227,  861,-108.611249049154
 228,  862,-108.611248855160
 229,  863,-108.611249215741
 230,  864,-108.611249032019
 231,  865,-108.611249110065
 232,  866,-108.611249413532
 233,  867,-108.611248944535
 234,  868,-108.611249610624
 235,  869,-108.611249740825
 236,  870,-108.611249478660
 237,  871,-108.611249770705
 238,  872,-108.611249957789
 239,  873,-108.611250065762
 240,  874,-108.611250114018
 241,  875,-108.611250209316
 242,  876,-108.611230504970
 243,  877,-108.611250303796
 244,  878,-108.611250379628
 245,  879,-108.611250448129
 246,  880,-108.611250437560
 247,  881,-108.611250525988
 248,  882,-108.611250751818
 249,  883,-108.611250803638
 250,  884,-108.611250922376
 251,  885,-108.611250903903
 252,  886,-108.611250993039
 253,  887,-108.611251189158
 254,  888,-108.611251189518
 255,  889,-108.611251324379
 256,  890,-108.611251376417
 257,  891,-108.611251468911
 258,  892,-108.611251554742
 259,  893,-108.611251732110
 260,  894,-108.611251813984
 261,  895,-108.611252065533
 262,  896,-108.611251996389
 263,  897,-108.611252104846
 264,  898,-108.611252188383
 265,  899,-108.611252286238
 266,  900,-108.611252301966
 267,  901,-108.611252475691
 268,  902,-108.611252569326
 269,  903,-108.611252662662
 270,  904,-108.611252758135
 271,  905,-108.611252855328
 272,  906,-108.611252940916
 273,  907,-108.611253047469
 274,  908,-108.611253138680
 275,  909,-108.611253182791
 276,  910,-108.611253367816
 277,  911,-108.611253424223
 278,  912,-108.611253529460
 279,  913,-108.611253622716
 280,  914,-108.611253722968
 281,  915,-108.611253823326
 282,  916,-108.611253922484
 283,  917,-108.611254030817
 284,  918,-108.611254131687
 285,  919,-108.611254226408
 286,  920,-108.611254330607
 287,  921,-108.611254435135
 288,  922,-108.611254533972
 289,  923,-108.611254633484
 290,  924,-108.611254539944
 291,  925,-108.611254843769
 292,  926,-108.611254947409
 293,  927,-108.611255051838
 294,  928,-108.611255156163
 295,  929,-108.611255260822
 296,  930,-108.611255365821
 297,  931,-108.611255471160
 298,  932,-108.611255576840
 299,  933,-108.611255682859
 300,  934,-108.611255789224
 301,  935,-108.611255895930
 302,  936,-108.611256002983
 303,  937,-108.611256110384
 304,  938,-108.611256218127
 305,  939,-108.611256326219
 306,  940,-108.611256434665
 307,  941,-108.611256543455
 308,  942,-108.611256652601
 309,  943,-108.611256762093
 310,  944,-108.611256871950
 311,  945,-108.611256982154
 312,  946,-108.611257092716
 313,  947,-108.611257203636
 314,  948,-108.611257314913
 315,  949,-108.611257426553
 316,  950,-108.611257538551
 317,  951,-108.611257650910
 318,  952,-108.611257763632
 319,  953,-108.611257876721
 320,  954,-108.611257990174
 321,  955,-108.611258103997
 322,  956,-108.611258218183
 323,  957,-108.611258332741
 324,  958,-108.611258447667
 325,  959,-108.611258562961
 326,  960,-108.611258678632
 327,  961,-108.611258794677
 328,  962,-108.611258911096
 329,  963,-108.611259027891
 330,  964,-108.611259145063
 331,  965,-108.611259262614
 332,  966,-108.611259380546
 333,  967,-108.611259498859
 334,  968,-108.611259617556
 335,  969,-108.611259736631
 336,  970,-108.611259856096
 337,  971,-108.611259975942
 338,  972,-108.611260096180
 339,  973,-108.611260216805
 340,  974,-108.611260337819
 341,  975,-108.611260459222
 342,  976,-108.611260581018
 343,  977,-108.611260703209
 344,  978,-108.611260825794
 345,  979,-108.611260948779
 346,  980,-108.611261072156
 347,  981,-108.611261195934
 348,  982,-108.611261320111
 349,  983,-108.611261444688
 350,  984,-108.611261569667
 351,  985,-108.611261695052
 352,  986,-108.611261820841
 353,  987,-108.611261947039
 354,  988,-108.611262073641
 355,  989,-108.611262200654
 356,  990,-108.611262328072
 357,  991,-108.611262455910
 358,  992,-108.611262584157
 359,  993,-108.611262712821
 360,  994,-108.611262841891
 361,  995,-108.611262971388
 362,  996,-108.611263101299
 363,  997,-108.611263231631
 364,  998,-108.611263362388
 365,  999,-108.611263493559
 366, 1000,-108.611263625160
 367, 1001,-108.611263757182
 368, 1002,-108.611263889631
 369, 1003,-108.611264022509
 370, 1004,-108.611264155817
 371, 1005,-108.611264289553
 372, 1006,-108.611264423723
 373, 1007,-108.611264558325
 374, 1008,-108.611264693362
 375, 1009,-108.611264828837
 376, 1010,-108.611264964745
 377, 1011,-108.611265101097
 378, 1012,-108.611265237884
 379, 1013,-108.611265375118
 380, 1014,-108.611265512777
 381, 1015,-108.611265650893
 382, 1016,-108.611265787075
 383, 1017,-108.611265909983
 384, 1018,-108.611266058484
 385, 1019,-108.611266200672
 386, 1020,-108.611266338238
 387, 1021,-108.611266474171
 388, 1022,-108.611266620465
 389, 1023,-108.611266762912
 390, 1024,-108.611266866749
 391, 1025,-108.611267045340
 392, 1026,-108.611267143884
 393, 1027,-108.611267346440
 394, 1028,-108.611267471385
 395, 1029,-108.611267616230
 396, 1030,-108.611267759550
 397, 1031,-108.611267903858
 398, 1032,-108.611268049290
 399, 1033,-108.611268165507
 400, 1034,-108.611268384409
 401, 1035,-108.611268633568
 402, 1036,-108.611268425748
 403, 1037,-108.611268705206
 404, 1038,-108.611268942136
 405, 1039,-108.611269070360
 406, 1040,-108.611249484550
 407, 1041,-108.611269301411
 408, 1042,-108.611269458034
 409, 1043,-108.611269605356
 410, 1044,-108.611269750178
 411, 1045,-108.611269804924
 412, 1046,-108.611270045404
 413, 1047,-108.611270223780
 414, 1048,-108.611270333934
 415, 1049,-108.611270499681
 416, 1050,-108.611270640459
 417, 1051,-108.611268678162
 418, 1052,-108.611270972253
 419, 1053,-108.611270826227
 420, 1054,-108.611271261335
 421, 1055,-108.611271401626
 422, 1056,-108.611271598543
 423, 1057,-108.611271730227
 424, 1058,-108.611271877557
 425, 1059,-108.611272036985
 426, 1060,-108.611272199914
 427, 1061,-108.611272359520
 428, 1062,-108.611272516777
 429, 1063,-108.611272677846
 430, 1064,-108.611272837897
 431, 1065,-108.611272885998
 432, 1066,-108.611272708287
 433, 1067,-108.611273309208
 434, 1068,-108.611273472670
 435, 1069,-108.611258867739
 436, 1070,-108.611272605816
 437, 1071,-108.611273889137
 438, 1072,-108.611274062876
 439, 1073,-108.611275943483
 440, 1074,-108.611274397955
 441, 1075,-108.611274590619
 442, 1076,-108.611274316735
 443, 1077,-108.611274896168
 444, 1078,-108.611275058534
 445, 1079,-108.611274950216
 446, 1080,-108.611275423844
 447, 1081,-108.611275549349
 448, 1082,-108.611275718237
 449, 1083,-108.611275878708
 450, 1084,-108.611276056056
 451, 1085,-108.611276222371
 452, 1086,-108.611276403927
 453, 1087,-108.611276293617
 454, 1088,-108.611276747641
 455, 1089,-108.611276937285
 456, 1090,-108.611277094558
 457, 1091,-108.611277259923
 458, 1092,-108.611277399736
 459, 1093,-108.611277612988
 460, 1094,-108.611277789728
 461, 1095,-108.611277515623
 462, 1096,-108.611277151177
 463, 1097,-108.611278170250
 464, 1098,-108.611278436813
 465, 1099,-108.611278617945
 466, 1100,-108.611278340138
 467, 1101,-108.611256361594
 468, 1102,-108.611279096768
 469, 1103,-108.611278296480
 470, 1104,-108.611278064105
 471, 1105,-108.611279622069
 472, 1106,-108.611276845800
 473, 1107,-108.611279962090
 474, 1108,-108.611280207305
 475, 1109,-108.611280343309
 476, 1110,-108.611280456685
 477, 1111,-108.611279855095
 478, 1112,-108.611262306479
 479, 1113,-108.611280770843
 480, 1114,-108.611281129177
 481, 1115,-108.611249373811
 482, 1116,-108.611281364701
 483, 1117,-108.611281564897
 484, 1118,-108.611280834851
 485, 1119,-108.611281923232
 486, 1120,-108.611282203199
 487, 1121,-108.611282305475
 488, 1122,-108.611282010040
 489, 1123,-108.611282652636
 490, 1124,-108.611282649425
 491, 1125,-108.611283037983
 492, 1126,-108.611283229668
 493, 1127,-108.611283335385
 494, 1128,-108.611283605570
 495, 1129,-108.611283858864
 496, 1130,-108.611283763775
 497, 1131,-108.611284229975
 498, 1132,-108.611284373908
 499, 1133,-108.611284218936
 500, 1134,-108.611284696252
 501, 1135,-108.611284962292
 502, 1136,-108.611285037743
 503, 1137,-108.611285254352
 504, 1138,-108.611284950186
 505, 1139,-108.611285286399
 506, 1140,-108.611285802952
 507, 1141,-108.611285183716
 508, 1142,-108.611284834325
 509, 1143,-108.611285773328
 510, 1144,-108.611285997182
 511, 1145,-108.611286663264
 512, 1146,-108.611280386948
 513, 1147,-108.611286504766
 514, 1148,-108.611287310340
 515, 1149,-108.611286915936
 516, 1150,-108.611287627912
 517, 1151,-108.611287677194
 518, 1152,-108.611287494758
 519, 1153,-108.611287927120
 520, 1154,-108.611288226145
 521, 1155,-108.611288508580
 522, 1156,-108.611288714922
 523, 1157,-108.611289036330
 524, 1158,-108.611288988096
 525, 1159,-108.611289114566
 526, 1160,-108.611289321369
 527, 1161,-108.611288773820
 528, 1162,-108.611289663938
 529, 1163,-108.611290236578
 530, 1164,-108.611290291398
 531, 1165,-108.611290595809
 532, 1166,-108.611289458758
 533, 1167,-108.611289655378
 534, 1168,-108.611291079340
 535, 1169,-108.611287262656
 536, 1170,-108.611291258803
 537, 1171,-108.611290632773
 538, 1172,-108.611291277326
 539, 1173,-108.611291891467
 540, 1174,-108.611264951898
 541, 1175,-108.611291976009
 542, 1176,-108.611292588547
 543, 1177,-108.611295923169
 544, 1178,-108.611292862651
 545, 1179,-108.611294848010
 546, 1180,-108.611288955008
 547, 1181,-108.611293623567
 548, 1182,-108.611293762811
 549, 1183,-108.611293977747
 550, 1184,-108.611295776113
 551, 1185,-108.611287802779
 552, 1186,-108.611294490368
 553, 1187,-108.611298140085
 554, 1188,-108.611272872740
 555, 1189,-108.611295095516
 556, 1190,-108.611294925934
 557, 1191,-108.611293224661
 558, 1192,-108.611300219116
 559, 1193,-108.611295648281
 560, 1194,-108.611277854067
 561, 1195,-108.611300850693
 562, 1196,-108.611296215209
 563, 1197,-108.611296314747
 564, 1198,-108.611295940332
 565, 1199,-108.611296326729
 566, 1200,-108.611296858868
 567, 1201,-108.611296178813
 568, 1202,-108.611297263455
 569, 1203,-108.611296481571
 570, 1204,-108.611283045919
 571, 1205,-108.611278794839
 572, 1206,-108.611297774749
 573, 1207,-108.611298048035
 574, 1208,-108.611297933305
 575, 1209,-108.611298301765
 576, 1210,-108.611297788752
 577, 1211,-108.611298833264
 578, 1212,-108.611297086652
 579, 1213,-108.611298790211
 580, 1214,-108.611299350492
 581, 1215,-108.611299450930
 582, 1216,-108.611297393264
 583, 1217,-108.611299141402
 584, 1218,-108.611268353402
 585, 1219,-108.611295247334
 586, 1220,-108.611282679953
 587, 1221,-108.611300184479
 588, 1222,-108.611295891633
 589, 1223,-108.611294725930
 590, 1224,-108.611300800554
 591, 1225,-108.611295712260
 592, 1226,-108.611304644164
 593, 1227,-108.611298150839
 594, 1228,-108.611284355510
 595, 1229,-108.611305282658
 596, 1230,-108.611304458347
 597, 1231,-108.611304488977
 598, 1232,-108.611300573553
 599, 1233,-108.611302301486
 600, 1234,-108.611300986406
 601, 1235,-108.611283527567
 602, 1236,-108.611302777444
 603, 1237,-108.611283485500
 604, 1238,-108.611295897942
 605, 1239,-108.611292122320
 606, 1240,-108.611296294535
 607, 1241,-108.611294145109
 608, 1242,-108.611295375979
 609, 1243,-108.611288551119
 610, 1244,-108.611295111716
 611, 1245,-108.611283332878
 612, 1246,-108.611281826663
 613, 1247,-108.611277191509
 614, 1248,-108.611283309066
 615, 1249,-108.611285460867
 616, 1250,-108.611293750400
 617, 1251,-108.611282020364
 618, 1252,-108.611293886194
 619, 1253,-108.611290673641
 620, 1254,-108.611290624600
 621, 1255,-108.611283634165
 622, 1256,-108.611276189373
 623, 1257,-108.611290888548
 624, 1258,-108.611291770671
 625, 1259,-108.611286020227
 626, 1260,-108.611267866012
 627, 1261,-108.611290696672
 628, 1262,-108.611283754224
 629, 1263,-108.611281289215
 630, 1264,-108.611281334860
 631, 1265,-108.611292886166
 632, 1266,-108.611292839607
 633, 1267,-108.611301184450
 634, 1268,-108.611282475078
 635, 1269,-108.611300790343
 636, 1270,-108.611290397657
 637, 1271,-108.611300666554
 638, 1272,-108.611294051494
 639, 1273,-108.611294305325
 640, 1274,-108.611300952754
 641, 1275,-108.611288615814
 642, 1276,-108.611294852187
 643, 1277,-108.611291664035
 644, 1278,-108.611295084174
 645, 1279,-108.611295669212
 646, 1280,-108.611294077945
 647, 1281,-108.611295590633
 648, 1282,-108.611295759142
 649, 1283,-108.611296013196
 650, 1284,-108.611296470282
 651, 1285,-108.611292151692
 652, 1286,-108.611290807114
 653, 1287,-108.611296986791
 654, 1288,-108.611268020589
 655, 1289,-108.611296975843
 656, 1290,-108.611296900644
 657, 1291,-108.611297463607
 658, 1292,-108.611297652296
 659, 1293,-108.611282509365
 660, 1294,-108.611298086073
 661, 1295,-108.611298182154
 662, 1296,-108.611297958297
 663, 1297,-108.611298548335
 664, 1298,-108.611297678228
 665, 1299,-108.611298422962
 666, 1300,-108.611297413592
 667, 1301,-108.611299104677
 668, 1302,-108.611299181018
 669, 1303,-108.611299523363
 670, 1304,-108.611299933389
 671, 1305,-108.611299941459
 672, 1306,-108.611299720681
 673, 1307,-108.611300345365
 674, 1308,-108.611300651000
 675, 1309,-108.611300700374
 676, 1310,-108.611300741023
 677, 1311,-108.611301344927
 678, 1312,-108.611296726729
 679, 1313,-108.611301239960
 680, 1314,-108.611301779013
 681, 1315,-108.611301774193
 682, 1316,-108.611302013495
 683, 1317,-108.611302408470
 684, 1318,-108.611302062416
 685, 1319,-108.611302934593
 686, 1320,-108.611302711331
 687, 1321,-108.611299851898
 688, 1322,-108.611303169980
 689, 1323,-108.611303492473
 690, 1324,-108.611302590501
 691, 1325,-108.611284063968
 692, 1326,-108.611303962599
 693, 1327,-108.611287033655
 694, 1328,-108.611303869869
 695, 1329,-108.611304252592
 696, 1330,-108.611304888658
 697, 1331,-108.611304856451
 698, 1332,-108.611304532637
 699, 1333,-108.611304802491
 700, 1334,-108.611305615738
 701, 1335,-108.611305722504
 702, 1336,-108.611305686993
 703, 1337,-108.611305798784
 704, 1338,-108.611306266742
 705, 1339,-108.611306447118
 706, 1340,-108.611306665971
 707, 1341,-108.611306169375
 708, 1342,-108.611301520764
 709, 1343,-108.611306818622
 710, 1344,-108.611307722261
 711, 1345,-108.611307178862
 712, 1346,-108.611306908454
 713, 1347,-108.611308333555
 714, 1348,-108.611308185763
 715, 1349,-108.611307735150
 716, 1350,-108.611307995004
 717, 1351,-108.611280774338
 718, 1352,-108.611308441324
 719, 1353,-108.611308898409
 720, 1354,-108.611308982893
 721, 1355,-108.611309392136
 722, 1356,-108.611309529014
 723, 1357,-108.611309073464
 724, 1358,-108.611309471863
 725, 1359,-108.611309173237
 726, 1360,-108.611309973474
 727, 1361,-108.611306387470
 728, 1362,-108.611310046034
 729, 1363,-108.611310262200
 730, 1364,-108.611308410723
 731, 1365,-108.611310531726
 732, 1366,-108.611310313718
 733, 1367,-108.611310802762
 734, 1368,-108.611310588524
 735, 1369,-108.611311012487
 736, 1370,-108.611311363346
 737, 1371,-108.611313390521
 738, 1372,-108.611313649433
 739, 1373,-108.611311813036
 740, 1374,-108.611311956787
 741, 1375,-108.611312661339
 742, 1376,-108.611311008614
 743, 1377,-108.611312435073
 744, 1378,-108.611312702652
 745, 1379,-108.611312796176
 746, 1380,-108.611312831972
 747, 1381,-108.611312962998
 748, 1382,-108.611313322419
 749, 1383,-108.611313059859
 750, 1384,-108.611314358582
 751, 1385,-108.611313592754
 752, 1386,-108.611314271853
 753, 1387,-108.611313659631
 754, 1388,-108.611314386440
 755, 1389,-108.611314675349
 756, 1390,-108.611314770698
 757, 1391,-108.611313548508
 758, 1392,-108.611314974868
 759, 1393,-108.611315146029
 760, 1394,-108.611314967017
 761, 1395,-108.611315376322
 762, 1396,-108.611315763859
 763, 1397,-108.611315764820
 764, 1398,-108.611315450968
 765, 1399,-108.611315522318
 766, 1400,-108.611316239213
 767, 1401,-108.611316252955
 768, 1402,-108.611316622200
 769, 1403,-108.611316631398
 770, 1404,-108.611316951453
 771, 1405,-108.611316449812
 772, 1406,-108.611317125538
 773, 1407,-108.611317039391
 774, 1408,-108.611316915929
 775, 1409,-108.611317579721
 776, 1410,-108.611317657884
 777, 1411,-108.611317522940
 778, 1412,-108.611317541342
 779, 1413,-108.611318189004
 780, 1414,-108.611318336981
 781, 1415,-108.611294016499
 782, 1416,-108.611318212671
 783, 1417,-108.611318676485
 784, 1418,-108.611318743030
 785, 1419,-108.611318819383
 786, 1420,-108.611318201424
 787, 1421,-108.611318886793
 788, 1422,-108.611319211087
 789, 1423,-108.611319667655
 790, 1424,-108.611319812630
 791, 1425,-108.611319967237
 792, 1426,-108.611319963828
 793, 1427,-108.611320350845
 794, 1428,-108.611320195047
 795, 1429,-108.611320346381
 796, 1430,-108.611320547192
 797, 1431,-108.611321044462
 798, 1432,-108.611321210475
 799, 1433,-108.611323186984
 800, 1434,-108.611321380664
 801, 1435,-108.611321548179
 802, 1436,-108.611321697067
 803, 1437,-108.611322246005
 804, 1438,-108.611322014222
 805, 1439,-108.611321840991
 806, 1440,-108.611322313699
 807, 1441,-108.611322798743
 808, 1442,-108.611322721051
 809, 1443,-108.611323119333
 810, 1444,-108.611291339045
 811, 1445,-108.611323241219
 812, 1446,-108.611323144907
 813, 1447,-108.611303654412
 814, 1448,-108.611323731910
 815, 1449,-108.611323886740
 816, 1450,-108.611323951692
 817, 1451,-108.611324123875
 818, 1452,-108.611324274021
 819, 1453,-108.611324442689
 820, 1454,-108.611324596032
 821, 1455,-108.611324728976
 822, 1456,-108.611324843237
 823, 1457,-108.611324950117
 824, 1458,-108.611325280508
 825, 1459,-108.611325344916
 826, 1460,-108.611325502318
 827, 1461,-108.611325658186
 828, 1462,-108.611325727753
 829, 1463,-108.611326044825
 830, 1464,-108.611326124565
 831, 1465,-108.611326276149
 832, 1466,-108.611326431968
 833, 1467,-108.611326589265
 834, 1468,-108.611326738840
 835, 1469,-108.611326892900
 836, 1470,-108.611327042608
 837, 1471,-108.611327195372
 838, 1472,-108.611327351188
 839, 1473,-108.611327404161
 840, 1474,-108.611327755867
 841, 1475,-108.611327804272
 842, 1476,-108.611327959565
 843, 1477,-108.611328113133
 844, 1478,-108.611328248065
 845, 1479,-108.611328414713
 846, 1480,-108.611328567936
 847, 1481,-108.611328721469
 848, 1482,-108.611328871318
 849, 1483,-108.611329021592
 850, 1484,-108.611329173146
 851, 1485,-108.611329324447
 852, 1486,-108.611329474943
 853, 1487,-108.611329620690
 854, 1488,-108.611329778936
 855, 1489,-108.611329927378
 856, 1490,-108.611330075986
 857, 1491,-108.611330225559
 858, 1492,-108.611330370593
 859, 1493,-108.611330519156
 860, 1494,-108.611330671257
 861, 1495,-108.611330816337
 862, 1496,-108.611330964215
 863, 1497,-108.611331111702
 864, 1498,-108.611331258945
 865, 1499,-108.611331407197
 866, 1500,-108.611331553078
 867, 1501,-108.611331607377
 868, 1502,-108.611331951508
 869, 1503,-108.611331996646
 870, 1504,-108.611332142647
 871, 1505,-108.611331948148
 872, 1506,-108.611332201785
 873, 1507,-108.611332422803
 874, 1508,-108.611332659483
 875, 1509,-108.611333289419
 876, 1510,-108.611333438426
 877, 1511,-108.611333587242
 878, 1512,-108.611333735855
 879, 1513,-108.611333884277
 880, 1514,-108.611334032490
 881, 1515,-108.611334180504
 882, 1516,-108.611334328308
 883, 1517,-108.611334475904
 884, 1518,-108.611334623283
 885, 1519,-108.611315502562
 886, 1520,-108.611334963113
 887, 1521,-108.611335110687
 888, 1522,-108.611335258039
 889, 1523,-108.611312811032
 890, 1524,-108.611335588244
 891, 1525,-108.611335735745
 892, 1526,-108.611335883018
 893, 1527,-108.611336030060
 894, 1528,-108.611336176874
 895, 1529,-108.611336093481
 896, 1530,-108.611336579611
 897, 1531,-108.611336475184
 898, 1532,-108.611336983754
 899, 1533,-108.611337131516
 900, 1534,-108.611337279033
 901, 1535,-108.611337273767
 902, 1536,-108.611337685087
 903, 1537,-108.611337667322
 904, 1538,-108.611338092609
 905, 1539,-108.611338241072
 906, 1540,-108.611338389291
 907, 1541,-108.611338537255
 908, 1542,-108.611338684971
 909, 1543,-108.611338832428
 910, 1544,-108.611338979626
 911, 1545,-108.611339126558
 912, 1546,-108.611339273225
 913, 1547,-108.611339419624
 914, 1548,-108.611339565748
 915, 1549,-108.611339711596
 916, 1550,-108.611339496862
 917, 1551,-108.611325529152
 918, 1552,-108.611340334525
 919, 1553,-108.611340481366
 920, 1554,-108.611340627922
 921, 1555,-108.611340774192
 922, 1556,-108.611340920177
 923, 1557,-108.611341065869
 924, 1558,-108.611341211265
 925, 1559,-108.611341172221
 926, 1560,-108.611341620281
 927, 1561,-108.611341572506
 928, 1562,-108.611341703222
 929, 1563,-108.611342295647
 930, 1564,-108.611342442712
 931, 1565,-108.611342589485
 932, 1566,-108.611342551073
 933, 1567,-108.611343002737
 934, 1568,-108.611342957036
 935, 1569,-108.611343417394
 936, 1570,-108.611343564977
 937, 1571,-108.611343712250
 938, 1572,-108.611343859214
 939, 1573,-108.611342445997
 940, 1574,-108.611344270265
 941, 1575,-108.611344417450
 942, 1576,-108.611344564311
 943, 1577,-108.611344710855
 944, 1578,-108.611344857063
 945, 1579,-108.611345002945
 946, 1580,-108.611345148490
 947, 1581,-108.611345293698
 948, 1582,-108.611345438561
 949, 1583,-108.611345583077
 950, 1584,-108.611345727245
 951, 1585,-108.611345871062
 952, 1586,-108.611327222561
 953, 1587,-108.611346224688
 954, 1588,-108.611346368471
