iter,nfev,E
 225, 1070,-108.620657391785
 226, 1072,-108.619893335660
 227, 1074,-108.619707496639
 228, 1076,-108.619343623388
 229, 1078,-108.619873386516
 230, 1080,-108.619610305863
 231, 1082,-108.619659317346
 232, 1084,-108.619702736321
 233, 1086,-108.619909215977
 234, 1088,-108.619515571278
 235, 1090,-108.619492957695
 236, 1092,-108.619623626954
 237, 1094,-108.617961367972
 238, 1096,-108.619142470647
 239, 1098,-108.619607946891
 240, 1100,-108.619190392257
 241, 1102,-108.619452164629
 242, 1104,-108.619245959527
 243, 1106,-108.618892100195
 244, 1108,-108.619204063099
 245, 1110,-108.618740256987
 246, 1112,-108.618835391245
 247, 1114,-108.620528891242
 248, 1116,-108.619295755867
 249, 1118,-108.618959668636
 250, 1120,-108.619354854708
 251, 1122,-108.619391139627
 252, 1124,-108.619493756054
 253, 1126,-108.619455852991
 254, 1128,-108.619165187503
 255, 1130,-108.619373885499
 256, 1132,-108.618929574185
 257, 1134,-108.618889895121
 258, 1136,-108.619005280184
 259, 1138,-108.619652744194
 260, 1140,-108.618244667462
 261, 1142,-108.620021427380
 262, 1144,-108.618171914332
 263, 1146,-108.618519302915
 264, 1148,-108.617967633121
 265, 1150,-108.570461954122
 266, 1152,-108.551225242988
 267, 1154,-108.537209508521
 268, 1156,-108.620624825181
 269, 1158,-108.621063741772
 270, 1160,-108.620866239504
 271, 1162,-108.620764995143
 272, 1164,-108.620759328502
 273, 1166,-108.620674224492
 274, 1168,-108.621059428477
 275, 1170,-108.620954790189
 276, 1172,-108.620803983945
 277, 1174,-108.621005224435
 278, 1176,-108.620692308998
 279, 1178,-108.620867729944
 280, 1180,-108.621045166687
 281, 1182,-108.621089500783
 282, 1184,-108.620880289214
 283, 1186,-108.621242392013
 284, 1188,-108.621118192427
 285, 1190,-108.620996814182
 286, 1192,-108.621217899172
 287, 1194,-108.621062394572
 288, 1196,-108.621233603695
 289, 1198,-108.621083829070
 290, 1200,-108.621002420100
 291, 1202,-108.621126412643
 292, 1204,-108.621082209748
 293, 1206,-108.621247926037
 294, 1208,-108.620689486115
 295, 1210,-108.621102862434
 296, 1212,-108.620634102333
 297, 1214,-108.621031352701
 298, 1216,-108.621117992128
 299, 1218,-108.621173801416
 300, 1220,-108.620772523351
 301, 1222,-108.620668572438
 302, 1224,-108.620987704260
 303, 1226,-108.621213387877
 304, 1228,-108.620969226211
 305, 1230,-108.621357439873
 306, 1232,-108.621280248124
 307, 1234,-108.621179057259
 308, 1236,-108.620931771011
 309, 1238,-108.621192874899
 310, 1240,-108.621129491431
 311, 1242,-108.621167070744
 312, 1244,-108.621319108694
 313, 1246,-108.621059854996
 314, 1248,-108.621008719603
 315, 1250,-108.621230783179
 316, 1252,-108.621299773540
 317, 1254,-108.621146463548
 318, 1256,-108.621233996293
 319, 1258,-108.621319388977
 320, 1260,-108.621311934270
 321, 1262,-108.621295022607
 322, 1264,-108.621291987854
 323, 1266,-108.621067349784
 324, 1268,-108.621196477493
 325, 1270,-108.621298193462
 326, 1272,-108.620739807670
 327, 1274,-108.621160153361
 328, 1276,-108.621461499054
 329, 1278,-108.620773205504
 330, 1280,-108.621475570889
 331, 1282,-108.621256896916
 332, 1284,-108.621007202018
 333, 1286,-108.621375111629
 334, 1288,-108.621234050806
 335, 1290,-108.621177026774
 336, 1292,-108.621261237855
 337, 1294,-108.621211479676
 338, 1296,-108.621365388875
 339, 1298,-108.621320401972
 340, 1300,-108.621123397667
 341, 1302,-108.621069788525
 342, 1304,-108.621174204392
 343, 1306,-108.621108248726
 344, 1308,-108.621337070117
 345, 1310,-108.621262112177
 346, 1312,-108.621329007640
 347, 1314,-108.621270565390
 348, 1316,-108.621373167345
 349, 1318,-108.621261332214
 350, 1320,-108.621253057165
 351, 1322,-108.621283105340
 352, 1324,-108.621264902999
 353, 1326,-108.621420184263
 354, 1328,-108.621567100902
 355, 1330,-108.621366422522
 356, 1332,-108.621366798924
 357, 1334,-108.620832349830
 358, 1336,-108.621515268352
 359, 1338,-108.621254185737
 360, 1340,-108.621260138783
 361, 1342,-108.621301049381
 362, 1344,-108.621256708077
 363, 1346,-108.621280720999
 364, 1348,-108.621446547326
 365, 1350,-108.621406308558
 366, 1352,-108.621544442230
 367, 1354,-108.621717549882
 368, 1356,-108.621625871201
 369, 1358,-108.621672872703
 370, 1360,-108.621267313775
 371, 1362,-108.621611462006
 372, 1364,-108.621590584769
 373, 1366,-108.621701858131
 374, 1368,-108.621446987813
 375, 1370,-108.621679273742
 376, 1372,-108.621329163391
 377, 1374,-108.621455183407
 378, 1376,-108.621600002572
 379, 1378,-108.619355130607
 380, 1380,-108.618560637907
 381, 1382,-108.618377631610
 382, 1384,-108.618470878514
 383, 1386,-108.616055768847
 384, 1388,-108.619858256163
 385, 1390,-108.621356561202
 386, 1392,-108.617863835724
 387, 1394,-108.616961154799
 388, 1396,-108.617263238589
 389, 1398,-108.616581665090
 390, 1400,-108.616950461000
 391, 1402,-108.615390173009
 392, 1404,-108.615847544345
 393, 1406,-108.614341322939
 394, 1408,-108.560208137237
 395, 1410,-108.598187841428
 396, 1412,-108.555114127851
 397, 1414,-108.576031440767
 398, 1416,-108.557145990929
 399, 1418,-108.570045550688
 400, 1420,-108.621628739316
 401, 1422,-108.621424280990
 402, 1424,-108.621683321410
 403, 1426,-108.621647821822
 404, 1428,-108.621376678727
 405, 1430,-108.621439743547
 406, 1432,-108.621627599260
 407, 1434,-108.621774330669
 408, 1436,-108.621714850360
 409, 1438,-108.621451485313
 410, 1440,-108.621826290423
 411, 1442,-108.621700607834
 412, 1444,-108.621640097276
 413, 1446,-108.621882616599
 414, 1448,-108.621635157197
 415, 1450,-108.621816856208
 416, 1452,-108.621593693482
 417, 1454,-108.621869650484
 418, 1456,-108.621812450694
 419, 1458,-108.621819061302
 420, 1460,-108.621519410177
 421, 1462,-108.621503363438
 422, 1464,-108.621863095543
 423, 1466,-108.621888053938
 424, 1468,-108.621786425918
 425, 1470,-108.621449277876
 426, 1472,-108.621698461802
 427, 1474,-108.621908012546
 428, 1476,-108.621496271500
 429, 1478,-108.621543447543
 430, 1480,-108.621290205245
 431, 1482,-108.622005607211
 432, 1484,-108.621718513013
 433, 1486,-108.621993773910
 434, 1488,-108.621248537078
 435, 1490,-108.621807339978
 436, 1492,-108.621909202819
 437, 1494,-108.621809803677
 438, 1496,-108.621840064066
 439, 1498,-108.621894067822
 440, 1500,-108.621860753071
 441, 1502,-108.621551543016
 442, 1504,-108.621928769453
 443, 1506,-108.622019545212
 444, 1508,-108.622024594514
 445, 1510,-108.621974264634
 446, 1512,-108.621916483552
 447, 1514,-108.621662501849
 448, 1516,-108.621958967944
 449, 1518,-108.622002993966
 450, 1520,-108.621712533868
 451, 1522,-108.621885189136
 452, 1524,-108.621395186638
 453, 1526,-108.621968227085
 454, 1528,-108.622064497807
 455, 1530,-108.621974953158
 456, 1532,-108.621881368252
 457, 1534,-108.621713349899
 458, 1536,-108.621730850465
 459, 1538,-108.621885973392
 460, 1540,-108.621787508578
 461, 1542,-108.621938430174
 462, 1544,-108.622364931048
 463, 1546,-108.607662819122
 464, 1548,-108.564983507807
 465, 1550,-108.614575258686
 466, 1552,-108.627976032815
 467, 1554,-108.489218588597
 468, 1556,-108.584772223560
 469, 1558,-108.561381690695
 470, 1560,-108.505133455067
 471, 1562,-108.586600948126
 472, 1564,-108.582650193380
 473, 1566,-108.589311629388
 474, 1568,-108.627459550563
 475, 1570,-108.615826431706
 476, 1572,-108.604368141780
 477, 1574,-108.624191377212
 478, 1576,-108.622488646521
 479, 1578,-108.618575630624
 480, 1580,-108.623854445360
 481, 1582,-108.613711055250
 482, 1584,-108.617412842523
 483, 1586,-108.611302603065
 484, 1588,-108.612683262121
 485, 1590,-108.610749814605
 486, 1592,-108.608445298834
 487, 1594,-108.627160842204
 488, 1596,-108.625467895842
 489, 1598,-108.612875610546
 490, 1600,-108.601800235365
 491, 1602,-108.623393887863
 492, 1604,-108.628206161896
 493, 1606,-108.613083810621
 494, 1608,-108.611304953592
 495, 1610,-108.624774737955
 496, 1612,-108.611394545595
 497, 1614,-108.614041939135
 498, 1616,-108.612702835459
 499, 1618,-108.611514174736
 500, 1620,-108.612332246672
 501, 1622,-108.624316608560
 502, 1624,-108.600183278619
 503, 1626,-108.602982798455
 504, 1628,-108.612476812495
 505, 1630,-108.606697870379
 506, 1632,-108.609308906189
 507, 1634,-108.624698619342
 508, 1636,-108.558521408337
 509, 1638,-108.603507513314
 510, 1640,-108.616578909402
 511, 1642,-108.605066902659
 512, 1644,-108.585659137073
 513, 1646,-108.602073342787
 514, 1648,-108.622372292302
 515, 1650,-108.625543582915
 516, 1652,-108.625664291977
 517, 1654,-108.625309508658
 518, 1656,-108.623885641935
 519, 1658,-108.625242332205
 520, 1660,-108.628178201109
 521, 1662,-108.625945515890
 522, 1664,-108.624700332400
 523, 1666,-108.625241284653
 524, 1668,-108.624822108023
 525, 1670,-108.627686507790
 526, 1672,-108.626477834796
 527, 1674,-108.591541801910
 528, 1676,-108.601309891372
 529, 1678,-108.628648895258
 530, 1680,-108.560503886941
 531, 1682,-108.624123259534
 532, 1684,-108.599967658222
 533, 1686,-108.620980415087
 534, 1688,-108.611700550701
 535, 1690,-108.618988876573
 536, 1692,-108.627030882609
 537, 1694,-108.598337408942
 538, 1696,-108.629217130696
 539, 1698,-108.601054203803
 540, 1700,-108.595373467018
 541, 1702,-108.613437507012
 542, 1704,-108.632674401755
 543, 1706,-108.625381492443
 544, 1708,-108.628952711319
 545, 1710,-108.560679975019
 546, 1712,-108.623139447206
 547, 1714,-108.625501281769
 548, 1716,-108.633414042678
 549, 1718,-108.630827161224
 550, 1720,-108.582790594698
 551, 1722,-108.624435969899
 552, 1724,-108.619098188020
 553, 1726,-108.575377031136
 554, 1728,-108.634042745341
 555, 1730,-108.599361710457
 556, 1732,-108.624098274582
 557, 1734,-108.631837392064
 558, 1736,-108.632313430664
 559, 1738,-108.632281112706
 560, 1740,-108.631093947472
 561, 1742,-108.627933738389
 562, 1744,-108.632117473860
 563, 1746,-108.600172755145
 564, 1748,-108.621680909852
 565, 1750,-108.600094968341
 566, 1752,-108.629377435104
 567, 1754,-108.634168608981
 568, 1756,-108.620949894412
 569, 1758,-108.630475296229
 570, 1760,-108.633800317587
 571, 1762,-108.633220493667
 572, 1764,-108.632915657079
 573, 1766,-108.633372516450
 574, 1768,-108.629292587897
 575, 1770,-108.574105412054
 576, 1772,-108.628632051323
 577, 1774,-108.630563781752
 578, 1776,-108.631633045268
 579, 1778,-108.632021881018
 580, 1780,-108.631785895060
 581, 1782,-108.631116867710
 582, 1784,-108.632283234859
 583, 1786,-108.632675787133
 584, 1788,-108.632158046949
 585, 1790,-108.632345917212
 586, 1792,-108.627449210306
 587, 1794,-108.631863000073
 588, 1796,-108.630613891665
 589, 1798,-108.627167987303
 590, 1800,-108.631075698294
 591, 1802,-108.631555171115
 592, 1804,-108.586880492826
 593, 1806,-108.628147417934
 594, 1808,-108.614227198768
 595, 1810,-108.628455622233
 596, 1812,-108.632447678232
 597, 1814,-108.630163724446
 598, 1816,-108.630293183432
 599, 1818,-108.564250515330
 600, 1820,-108.620765376661
 601, 1822,-108.631420836740
 602, 1824,-108.632361896737
 603, 1826,-108.630808295221
 604, 1828,-108.610213709210
 605, 1830,-108.545658603058
 606, 1832,-108.621499868588
 607, 1834,-108.589442013430
 608, 1836,-108.631681659225
 609, 1838,-108.626914392057
 610, 1840,-108.629902479843
 611, 1842,-108.615382869147
 612, 1844,-108.621361162763
 613, 1846,-108.626436995059
 614, 1848,-108.631851079601
 615, 1850,-108.631934433925
 616, 1852,-108.632342366230
 617, 1854,-108.632162046894
 618, 1856,-108.632285052429
 619, 1858,-108.630237441441
 620, 1860,-108.621559209565
 621, 1862,-108.628191246131
 622, 1864,-108.631145181714
 623, 1866,-108.629518915034
 624, 1868,-108.625585398544
 625, 1870,-108.629206758397
 626, 1872,-108.631722128912
 627, 1874,-108.566780840538
 628, 1876,-108.627138416289
 629, 1878,-108.631522038596
 630, 1880,-108.618894500946
 631, 1882,-108.560985436716
 632, 1884,-108.626396994759
 633, 1886,-108.558802876655
 634, 1888,-108.594398947029
 635, 1890,-108.620252452561
 636, 1892,-108.631064378313
 637, 1894,-108.629069801170
 638, 1896,-108.630803370441
 639, 1898,-108.612910794350
 640, 1900,-108.595546139126
 641, 1902,-108.627945084023
 642, 1904,-108.629852216765
 643, 1906,-108.633457954925
 644, 1908,-108.618333228848
 645, 1910,-108.564479023883
 646, 1912,-108.626914428339
 647, 1914,-108.521412441636
 648, 1916,-108.572937013295
 649, 1918,-108.570792280739
 650, 1920,-108.629019243709
 651, 1922,-108.627522198386
 652, 1924,-108.626895768592
 653, 1926,-108.585864037513
 654, 1928,-108.566207832686
 655, 1930,-108.616112408637
 656, 1932,-108.620097361312
 657, 1934,-108.608407654227
 658, 1936,-108.633537311813
 659, 1938,-108.634172852155
 660, 1940,-108.608532139495
 661, 1942,-108.634161669095
 662, 1944,-108.634107743388
 663, 1946,-108.634531611734
 664, 1948,-108.634556126926
 665, 1950,-108.634636071625
 666, 1952,-108.635024532175
 667, 1954,-108.634408867290
 668, 1956,-108.634706327248
 669, 1958,-108.634538588766
 670, 1960,-108.635949049716
 671, 1962,-108.612685534764
 672, 1964,-108.635865537854
 673, 1966,-108.635007213941
 674, 1968,-108.635863759003
 675, 1970,-108.635719873362
 676, 1972,-108.635826960654
 677, 1974,-108.636009483299
 678, 1976,-108.635087761317
 679, 1978,-108.635382575938
 680, 1980,-108.635212757240
 681, 1982,-108.634811027132
 682, 1984,-108.633392947309
 683, 1986,-108.599336731376
 684, 1988,-108.634301131152
 685, 1990,-108.628389557808
 686, 1992,-108.634309843229
 687, 1994,-108.632994240636
 688, 1996,-108.632079985097
 689, 1998,-108.577734585333
 690, 2000,-108.635534214332
 691, 2002,-108.635108311560
 692, 2004,-108.634944051503
 693, 2006,-108.635717391042
 694, 2008,-108.636068016490
 695, 2010,-108.595935106234
 696, 2012,-108.635113308625
 697, 2014,-108.636335724452
 698, 2016,-108.636230811106
 699, 2018,-108.636712340514
 700, 2020,-108.636375254672
 701, 2022,-108.636403941655
 702, 2024,-108.634537478336
 703, 2026,-108.598750625706
 704, 2028,-108.637764861231
 705, 2030,-108.637161744843
 706, 2032,-108.636687931085
 707, 2034,-108.637750021866
 708, 2036,-108.636383129661
 709, 2038,-108.636042166305
 710, 2040,-108.636587003264
 711, 2042,-108.636637513342
 712, 2044,-108.603039013052
 713, 2046,-108.637438461062
 714, 2048,-108.636624856561
 715, 2050,-108.637871373990
 716, 2052,-108.637791092123
 717, 2054,-108.578409885340
 718, 2056,-108.561423920343
 719, 2058,-108.584632775700
 720, 2060,-108.614194656403
 721, 2062,-108.636615778562
 722, 2064,-108.638123145319
 723, 2066,-108.637754803000
 724, 2068,-108.635329972180
 725, 2070,-108.637687272290
 726, 2072,-108.636423926145
 727, 2074,-108.637297612387
 728, 2076,-108.635760546394
 729, 2078,-108.638534489542
 730, 2080,-108.635953050963
 731, 2082,-108.637119447905
 732, 2084,-108.637211729460
 733, 2086,-108.637151007247
 734, 2088,-108.638390655485
 735, 2090,-108.596704326106
 736, 2092,-108.638126860713
 737, 2094,-108.638100979454
 738, 2096,-108.634264816482
 739, 2098,-108.637052286846
 740, 2100,-108.637438381868
 741, 2102,-108.637091303909
 742, 2104,-108.637739364054
 743, 2106,-108.637874166212
 744, 2108,-108.618582303439
 745, 2110,-108.584795321930
 746, 2112,-108.636429148042
 747, 2114,-108.635321247530
 748, 2116,-108.638658580303
 749, 2118,-108.638404744713
 750, 2120,-108.590418271151
 751, 2122,-108.637452545004
 752, 2124,-108.638273363176
 753, 2126,-108.638381736596
 754, 2128,-108.638288927052
 755, 2130,-108.638291836151
 756, 2132,-108.636014606292
 757, 2134,-108.637314163583
 758, 2136,-108.637101794056
 759, 2138,-108.637885905982
 760, 2140,-108.638124592797
 761, 2142,-108.638428926907
 762, 2144,-108.638712310931
 763, 2146,-108.637486632134
 764, 2148,-108.638381478532
 765, 2150,-108.637018062270
 766, 2152,-108.638415609541
 767, 2154,-108.638962459303
 768, 2156,-108.638394981982
 769, 2158,-108.638688468308
 770, 2160,-108.637067290165
 771, 2162,-108.638492812854
 772, 2164,-108.638458947440
 773, 2166,-108.635319371539
 774, 2168,-108.637845923482
 775, 2170,-108.636659988812
 776, 2172,-108.635937220768
 777, 2174,-108.636781161669
 778, 2176,-108.638852567532
 779, 2178,-108.638535887500
 780, 2180,-108.576481750991
 781, 2182,-108.634843888966
 782, 2184,-108.639344523122
 783, 2186,-108.638292362382
 784, 2188,-108.639107905710
 785, 2190,-108.582376161835
 786, 2192,-108.611719448909
 787, 2194,-108.639316567703
 788, 2196,-108.639218103638
 789, 2198,-108.639187999165
 790, 2200,-108.639078047463
 791, 2202,-108.639325493785
 792, 2204,-108.639223375817
 793, 2206,-108.639098753850
 794, 2208,-108.616431581195
 795, 2210,-108.639366696516
 796, 2212,-108.639505741034
 797, 2214,-108.571884271736
 798, 2216,-108.639456310245
 799, 2218,-108.597363489144
 800, 2220,-108.639110317077
 801, 2222,-108.639533852867
 802, 2224,-108.639180669382
 803, 2226,-108.639503771257
 804, 2228,-108.604384041511
 805, 2230,-108.639295156997
 806, 2232,-108.639240340863
 807, 2234,-108.639549097459
 808, 2236,-108.639442110237
 809, 2238,-108.639250019229
 810, 2240,-108.639901993471
 811, 2242,-108.639967352422
 812, 2244,-108.639853760425
 813, 2246,-108.640143309489
 814, 2248,-108.640181250609
 815, 2250,-108.640148026131
 816, 2252,-108.640164410513
 817, 2254,-108.640060779579
 818, 2256,-108.640273715726
 819, 2258,-108.639750464530
 820, 2260,-108.615205384711
 821, 2262,-108.640294583905
 822, 2264,-108.640383453042
 823, 2266,-108.640202684702
 824, 2268,-108.640336865949
 825, 2270,-108.640545049176
 826, 2272,-108.640550819541
 827, 2274,-108.571004218800
 828, 2276,-108.640617506811
 829, 2278,-108.640386629088
 830, 2280,-108.640649292559
 831, 2282,-108.640093999995
 832, 2284,-108.640338711891
 833, 2286,-108.640458137121
 834, 2288,-108.640478056443
 835, 2290,-108.588111840725
 836, 2292,-108.520852451383
 837, 2294,-108.640064784882
 838, 2296,-108.619449472174
 839, 2298,-108.640720893693
 840, 2300,-108.640685777045
 841, 2302,-108.640498072063
 842, 2304,-108.640654389228
 843, 2306,-108.640520750005
 844, 2308,-108.640741115399
 845, 2310,-108.640683317043
 846, 2312,-108.640819684395
 847, 2314,-108.640942405363
 848, 2316,-108.640732475743
 849, 2318,-108.640780555443
 850, 2320,-108.640561527553
 851, 2322,-108.640542178659
 852, 2324,-108.641016631122
 853, 2326,-108.640941737392
 854, 2328,-108.641064960999
 855, 2330,-108.641262031893
 856, 2332,-108.641395791259
 857, 2334,-108.641400287940
 858, 2336,-108.641212018157
 859, 2338,-108.641396007556
 860, 2340,-108.641404886782
 861, 2342,-108.641404351622
 862, 2344,-108.641535532698
 863, 2346,-108.641921458332
 864, 2348,-108.642153578132
 865, 2350,-108.641755965574
 866, 2352,-108.642400039331
 867, 2354,-108.642206537296
 868, 2356,-108.642060223954
 869, 2358,-108.642393748474
 870, 2360,-108.642314410751
 871, 2362,-108.642415586515
 872, 2364,-108.642081521035
 873, 2366,-108.642952541759
 874, 2368,-108.642036524978
 875, 2370,-108.641198462868
 876, 2372,-108.580861965033
 877, 2374,-108.641371946261
 878, 2376,-108.642087542352
 879, 2378,-108.641405930842
 880, 2380,-108.643495613622
 881, 2382,-108.643872538349
 882, 2384,-108.642691965759
 883, 2386,-108.642315448817
 884, 2388,-108.643547337469
 885, 2390,-108.642520896556
 886, 2392,-108.643841287012
 887, 2394,-108.642664386793
 888, 2396,-108.640747827346
 889, 2398,-108.619116336331
 890, 2400,-108.617289018401
 891, 2402,-108.643183945407
 892, 2404,-108.642290225582
 893, 2406,-108.643081495350
 894, 2408,-108.641227063565
 895, 2410,-108.640626536861
 896, 2412,-108.642599714615
 897, 2414,-108.582113807945
 898, 2416,-108.580490539427
 899, 2418,-108.642699029028
 900, 2420,-108.613321467415
 901, 2422,-108.643206315378
 902, 2424,-108.641093803267
 903, 2426,-108.641672527365
 904, 2428,-108.590905538719
 905, 2430,-108.643782248471
 906, 2432,-108.644474326432
 907, 2434,-108.644567622575
 908, 2436,-108.644285563227
 909, 2438,-108.644310499158
 910, 2440,-108.643051342621
 911, 2442,-108.644346149099
 912, 2444,-108.644048387386
 913, 2446,-108.643974687427
 914, 2448,-108.645036958915
 915, 2450,-108.612143700803
 916, 2452,-108.644088150368
 917, 2454,-108.586120139851
 918, 2456,-108.644457495026
 919, 2458,-108.644935180494
 920, 2460,-108.645741628558
 921, 2462,-108.644997710528
 922, 2464,-108.645331828863
 923, 2466,-108.644517173538
 924, 2468,-108.645120481034
 925, 2470,-108.644796223118
 926, 2472,-108.645499802437
 927, 2474,-108.645596320594
 928, 2476,-108.645093386612
 929, 2478,-108.593013623804
 930, 2480,-108.645940233108
 931, 2482,-108.645852428228
 932, 2484,-108.646087095101
 933, 2486,-108.612709189407
 934, 2488,-108.645406537583
 935, 2490,-108.645705299149
 936, 2492,-108.645676146959
 937, 2494,-108.646289968543
 938, 2496,-108.646317002070
 939, 2498,-108.645827895920
 940, 2500,-108.609506742273
 941, 2502,-108.644605644214
 942, 2504,-108.646043242221
 943, 2506,-108.646125063652
