iteration,nfev,energy
403,1212,-108.62914209294314
404,1215,-108.62917414403348
405,1218,-108.62919976878733
406,1221,-108.62922999580195
407,1224,-108.62931968069488
408,1227,-108.62932777375532
409,1230,-108.62933875440841
410,1233,-108.62935067283654
411,1236,-108.6293906795967
412,1239,-108.62939102104549
413,1242,-108.62939452294364
414,1245,-108.62939938645597
415,1248,-108.62939789594309
416,1251,-108.62941319253066
417,1254,-108.62941926142304
418,1257,-108.6294189464056
419,1260,-108.62942085788659
420,1263,-108.62943129181069
421,1266,-108.62949900331814
422,1269,-108.62950024788186
423,1272,-108.6295764192947
424,1275,-108.62958881861287
425,1278,-108.62959327574792
426,1281,-108.62961022072926
427,1284,-108.62960564596361
428,1287,-108.6296321733884
429,1290,-108.62964714135266
430,1293,-108.62967768568699
431,1296,-108.62971274184851
432,1299,-108.62971536164487
433,1302,-108.62971629877818
434,1305,-108.62973980464643
435,1308,-108.62979848118289
436,1311,-108.62979786403187
437,1314,-108.62984320549873
438,1317,-108.62984354982197
439,1320,-108.62985065957028
440,1323,-108.62988324585272
441,1326,-108.62990582095017
442,1329,-108.62993206092843
443,1332,-108.62999961151003
444,1335,-108.63001942511254
445,1338,-108.63001882949098
446,1341,-108.6300797381077
447,1344,-108.63008532594473
448,1347,-108.63008338421302
449,1350,-108.63008200487931
450,1353,-108.63019567230354
451,1356,-108.63019664443313
452,1359,-108.63026978266494
453,1362,-108.6302966893137
454,1365,-108.6303023432578
455,1368,-108.63030062123943
456,1371,-108.63031103321714
457,1374,-108.63039809449386
458,1377,-108.63040970785222
459,1380,-108.63041973063376
460,1383,-108.63042088439012
461,1386,-108.6304304467593
462,1389,-108.63047462705306
463,1392,-108.630505247605
464,1395,-108.63050420902152
465,1398,-108.63051527847276
466,1401,-108.63065050340569
467,1404,-108.63067544130017
468,1407,-108.63076687140696
469,1410,-108.6308418549993
470,1413,-108.6308423416275
471,1416,-108.63088365512334
472,1419,-108.63089055301954
473,1422,-108.63090869156215
474,1425,-108.63090755842006
475,1428,-108.63092794740056
476,1431,-108.63096661189765
477,1434,-108.63097099361792
478,1437,-108.63099760273779
479,1440,-108.6310110800809
480,1443,-108.63113430664811
481,1446,-108.63113868352832
482,1449,-108.63113839939508
483,1452,-108.63114033871823
484,1455,-108.63118517571806
485,1458,-108.63118485538182
486,1461,-108.63121063992482
487,1464,-108.63121564109336
488,1467,-108.6312701046328
489,1470,-108.6313015115353
490,1473,-108.63132161451432
491,1476,-108.63132173189229
492,1479,-108.63132206680167
493,1482,-108.63135062853725
494,1485,-108.63134985020471
495,1488,-108.63135494058231
496,1491,-108.6313545598645
497,1494,-108.63135465035626
498,1497,-108.6313548052793
499,1500,-108.63139764974296
