iter,nfev,E
   2,  652,-108.551858374207
   3,  993,-108.636851102108
   4, 1304,-108.654023486703
   5, 1615,-108.661467146227
   6, 1932,-108.664408306939
   7, 2261,-108.665008503447
   8, 2581,-108.665280466195
   9, 2910,-108.665438948716
  10, 3230,-108.665550769204
  11, 3264,-108.665640579767
