iteration,nfev,energy
245,739,-108.6209947614701
246,742,-108.62104673728057
247,745,-108.62137259040078
248,748,-108.62154386706254
249,751,-108.62153759816502
250,754,-108.62225553615669
251,757,-108.62243431961728
252,760,-108.62321349272615
253,763,-108.62314578804244
254,766,-108.6232576013247
255,769,-108.62308698088053
256,772,-108.6235269295079
257,775,-108.62351140584383
258,778,-108.62348644807585
259,781,-108.62343280979854
260,784,-108.62351612862972
261,787,-108.62350386457709
262,790,-108.62392985228816
263,793,-108.62382145914373
264,796,-108.62380672977724
265,799,-108.62404486063576
266,802,-108.62408226932364
267,805,-108.6240228963822
268,808,-108.62407552764999
269,811,-108.62414510125375
270,814,-108.62415214645435
271,817,-108.62414019734484
272,820,-108.62416827782924
273,823,-108.62417239897529
274,826,-108.62419813903654
275,829,-108.6243297942716
276,832,-108.62440002119487
277,835,-108.62435736155412
278,838,-108.62434046979773
279,841,-108.62445078226101
280,844,-108.62435090193136
281,847,-108.6244559686555
282,850,-108.62442571963231
283,853,-108.62433729956996
284,856,-108.62445868016725
285,859,-108.62440825136352
286,862,-108.62438453904338
287,865,-108.62445059629434
288,868,-108.62444263122455
289,871,-108.62440956044078
290,874,-108.62440378595282
291,877,-108.62425361372357
292,880,-108.62451538380044
293,883,-108.62438839126266
294,886,-108.62444020192663
295,889,-108.62440736071507
296,892,-108.6242883979218
297,895,-108.62454792576713
298,898,-108.62457296302473
299,901,-108.62457097395068
300,904,-108.62433795670607
301,907,-108.6245080620089
302,910,-108.62439065820317
303,913,-108.62462965934822
304,916,-108.62466050791153
305,919,-108.62492429394383
306,922,-108.62491403028618
307,925,-108.62492769736066
308,928,-108.62502872486294
309,931,-108.62505653625931
310,934,-108.62504876653205
311,937,-108.62507955213324
312,940,-108.62517527213507
313,943,-108.62520692875445
314,946,-108.62504480023553
315,949,-108.62519241382373
316,952,-108.62521681535466
317,955,-108.62551572474567
318,958,-108.62538002013878
319,961,-108.62547521428232
320,964,-108.62549359817389
321,967,-108.62536593966563
322,970,-108.62566538513694
323,973,-108.62561552549396
324,976,-108.62558814335928
325,979,-108.6256999173998
326,982,-108.62569915219512
327,985,-108.6252993826935
328,988,-108.6256971157573
329,991,-108.62568288198501
330,994,-108.62550746290364
331,997,-108.62569660770703
332,1000,-108.6256773505603
333,1003,-108.62544911017264
334,1006,-108.62535148589461
335,1009,-108.62564502550298
336,1012,-108.62567590815155
337,1015,-108.62569354769808
338,1018,-108.62562931248605
339,1021,-108.6254683051647
340,1024,-108.62559933491768
341,1027,-108.62566449640605
342,1030,-108.62543522025337
343,1033,-108.62539568760411
344,1036,-108.62552571987985
345,1039,-108.62577023093061
346,1042,-108.62565219788834
347,1045,-108.62558029769457
348,1048,-108.62573317014592
349,1051,-108.62573094733769
350,1054,-108.62565272164761
351,1057,-108.6256319107841
352,1060,-108.62562445507618
353,1063,-108.62568801981726
354,1066,-108.62569977644506
355,1069,-108.62557397198356
356,1072,-108.62572488331124
357,1075,-108.62559661152224
358,1078,-108.62558929179147
359,1081,-108.62576531931998
360,1084,-108.62572854747415
361,1087,-108.62601153964663
362,1090,-108.62606440970394
363,1093,-108.62594757901762
364,1096,-108.62605846050127
365,1099,-108.62560215864424
366,1102,-108.6260663298752
367,1105,-108.62585403712387
368,1108,-108.62609824933652
369,1111,-108.62604897006875
370,1114,-108.62588971775908
371,1117,-108.62606585803196
372,1120,-108.62611552052944
373,1123,-108.62616693131369
374,1126,-108.62605351759969
375,1129,-108.62611417578213
376,1132,-108.62612087030193
377,1135,-108.62608716640193
378,1138,-108.62614448158088
379,1141,-108.62618544189223
380,1144,-108.62619070570216
381,1147,-108.62613362847232
382,1150,-108.62617597792256
383,1153,-108.62614625088506
384,1156,-108.62618747284681
385,1159,-108.62619903580756
386,1162,-108.6261811034561
387,1165,-108.62620041209799
388,1168,-108.62609353163646
389,1171,-108.62620167864969
390,1174,-108.6261070360283
391,1177,-108.62619153310393
392,1180,-108.62609828255701
393,1183,-108.6262946098854
394,1186,-108.6262431840113
395,1189,-108.62620836083934
396,1192,-108.62614827521087
397,1195,-108.62632902314526
398,1198,-108.62627152197557
399,1201,-108.62605670359558
400,1204,-108.6263340523839
401,1207,-108.62631929810557
402,1210,-108.62642266655153
403,1213,-108.62643266889553
404,1216,-108.62646575174442
405,1219,-108.62656631604568
406,1222,-108.62654329178143
407,1225,-108.62634577460481
408,1228,-108.626527366491
409,1231,-108.62653787329812
410,1234,-108.62653349503356
411,1237,-108.62659267234487
412,1240,-108.62659356564949
413,1243,-108.62658316071123
414,1246,-108.62659002588066
415,1249,-108.62658634264324
416,1252,-108.62681987883185
417,1255,-108.62688451744104
418,1258,-108.62673817652907
419,1261,-108.62680438208314
420,1264,-108.62684027273573
421,1267,-108.62669591020088
422,1270,-108.62678650666727
423,1273,-108.62691106835615
424,1276,-108.62689452401719
425,1279,-108.62692237421705
426,1282,-108.62691411122769
427,1285,-108.62694268028415
428,1288,-108.62708758327942
429,1291,-108.62714466897944
430,1294,-108.6270593783578
431,1297,-108.6270526857741
432,1300,-108.62696979474852
433,1303,-108.62700528706712
434,1306,-108.62705723465933
435,1309,-108.62709253529836
436,1312,-108.62701691518367
437,1315,-108.62708541461005
438,1318,-108.62709109075207
439,1321,-108.62698142666889
440,1324,-108.62705660622333
441,1327,-108.6270556571692
442,1330,-108.62714334952297
443,1333,-108.627273280515
444,1336,-108.627141900282
445,1339,-108.62723310110007
446,1342,-108.62694530531577
447,1345,-108.62724538043672
448,1348,-108.62712490573522
449,1351,-108.62713531365883
450,1354,-108.62710492883085
451,1357,-108.62722175081294
452,1360,-108.6271674208274
453,1363,-108.62712062579187
454,1366,-108.6270540163222
455,1369,-108.62710332858946
456,1372,-108.62715164532982
457,1375,-108.62720157598473
458,1378,-108.62720783974021
459,1381,-108.62725774078388
460,1384,-108.62714008745773
461,1387,-108.627179094191
462,1390,-108.62715018688492
463,1393,-108.62710447546563
464,1396,-108.62707211833174
465,1399,-108.6270905125407
466,1402,-108.62731520086994
467,1405,-108.62720374709103
468,1408,-108.62737442228699
469,1411,-108.6275386473972
470,1414,-108.62757028356431
471,1417,-108.62764315104883
472,1420,-108.62773913644196
473,1423,-108.62771940244785
474,1426,-108.62774465282307
475,1429,-108.62775214405627
476,1432,-108.62771150726567
477,1435,-108.62768249930762
478,1438,-108.62780677050213
479,1441,-108.62763619672363
480,1444,-108.62799819947055
481,1447,-108.62794135786338
482,1450,-108.62797566779402
483,1453,-108.62795964764264
484,1456,-108.62801120097821
485,1459,-108.62813714839689
486,1462,-108.62806708929301
487,1465,-108.6280234954967
488,1468,-108.62816015263925
489,1471,-108.62812392691332
490,1474,-108.6281798373864
491,1477,-108.6281017182461
492,1480,-108.6281789359512
493,1483,-108.628307534094
494,1486,-108.6283697449891
495,1489,-108.62837850134757
496,1492,-108.62833635105439
497,1495,-108.62830622988008
498,1498,-108.62839613385384
499,1501,-108.62841387342093
500,1504,-108.62830304935608
501,1507,-108.62841337176354
502,1510,-108.62843393522351
503,1513,-108.62845629685789
504,1516,-108.62838095483683
505,1519,-108.62823833913453
506,1522,-108.62810415231954
507,1525,-108.62841503322201
508,1528,-108.62839918592165
509,1531,-108.628043299109
510,1534,-108.6284896190154
511,1537,-108.62853977673942
512,1540,-108.62819422493403
513,1543,-108.62846472810729
514,1546,-108.62849125143585
515,1549,-108.62805257921534
516,1552,-108.62847107736532
517,1555,-108.62841935701118
518,1558,-108.62838417198228
519,1561,-108.62829574172665
520,1564,-108.62836211229015
521,1567,-108.62836355657511
522,1570,-108.62832783840555
523,1573,-108.62837106000656
524,1576,-108.6283880440147
525,1579,-108.62844208025832
526,1582,-108.6283731273382
527,1585,-108.62856587874617
528,1588,-108.62861092960216
529,1591,-108.62868793097597
530,1594,-108.62857430114018
531,1597,-108.62864652545018
532,1600,-108.62866897546624
533,1603,-108.62865158882282
534,1606,-108.62876951733658
535,1609,-108.62878034705966
536,1612,-108.62878536374076
537,1615,-108.62859841481144
538,1618,-108.62878720237045
539,1621,-108.62879421897738
540,1624,-108.62859400177321
541,1627,-108.62887897121408
542,1630,-108.62888109848916
543,1633,-108.6288779917051
544,1636,-108.62874810035643
545,1639,-108.6288861275783
546,1642,-108.6287699891677
547,1645,-108.62889179110192
548,1648,-108.62870614557205
549,1651,-108.62890873793869
550,1654,-108.62891317902417
551,1657,-108.62877752693568
552,1660,-108.62866916198024
553,1663,-108.62893180034965
554,1666,-108.6288991856942
555,1669,-108.62893514833048
556,1672,-108.62870964164654
557,1675,-108.6287897424673
558,1678,-108.62896988456244
559,1681,-108.62900024312692
560,1684,-108.62882542703919
561,1687,-108.62898731678789
562,1690,-108.62903570121696
563,1693,-108.62903119189882
564,1696,-108.62910398548313
565,1699,-108.62915213575236
566,1702,-108.62915977218923
567,1705,-108.62915535086968
568,1708,-108.62917803135429
569,1711,-108.62917869265974
570,1714,-108.62917185197142
571,1717,-108.62917600685614
572,1720,-108.62913977426795
573,1723,-108.62919136192023
574,1726,-108.6292004994409
575,1729,-108.62886354828971
576,1732,-108.62914966157618
577,1735,-108.62919801897624
578,1738,-108.62924480492329
579,1741,-108.62925122959511
580,1744,-108.62924766188725
581,1747,-108.62926781609411
582,1750,-108.62938379665545
583,1753,-108.6294031985733
584,1756,-108.62939747432702
585,1759,-108.62938588687466
586,1762,-108.62938242062503
587,1765,-108.62950112753792
588,1768,-108.62953637524656
589,1771,-108.62952680303007
590,1774,-108.6296144115646
591,1777,-108.6295624094668
592,1780,-108.62954445091309
593,1783,-108.62954867806367
594,1786,-108.62950857165276
595,1789,-108.62961055393642
596,1792,-108.62957254732281
597,1795,-108.62950741491039
598,1798,-108.62955571811419
599,1801,-108.62956661367207
600,1804,-108.62956886354715
601,1807,-108.62958335302645
602,1810,-108.6296795688632
603,1813,-108.62957931920563
604,1816,-108.62967911151271
605,1819,-108.62965746068933
606,1822,-108.62968398267766
607,1825,-108.6296442551487
608,1828,-108.62968785757583
609,1831,-108.62961114695608
610,1834,-108.629704693485
611,1837,-108.62973557465276
612,1840,-108.62976072628824
613,1843,-108.62978399121116
614,1846,-108.62968317605156
615,1849,-108.6296867410905
616,1852,-108.62985971916905
617,1855,-108.62985922436835
618,1858,-108.6298897821601
619,1861,-108.63008436579936
620,1864,-108.62996240992692
621,1867,-108.63008343398486
622,1870,-108.63003835097675
623,1873,-108.63004271163489
624,1876,-108.63006731596954
625,1879,-108.63007348564796
626,1882,-108.63007291117266
627,1885,-108.63003988476235
628,1888,-108.63007496110164
629,1891,-108.6301152134829
630,1894,-108.62975279458736
631,1897,-108.63012052094942
632,1900,-108.63002418060606
633,1903,-108.63012058087901
634,1906,-108.63001910612918
635,1909,-108.62980633629512
636,1912,-108.6301310635566
637,1915,-108.62978593378602
638,1918,-108.63006459624444
639,1921,-108.6301497830017
640,1924,-108.63015175631168
641,1927,-108.63015111837043
642,1930,-108.6297356108292
643,1933,-108.6300797352247
644,1936,-108.63013974672553
645,1939,-108.6301507388393
646,1942,-108.63014465089003
647,1945,-108.63015825590615
648,1948,-108.63007055293392
649,1951,-108.63008341937461
650,1954,-108.63019252553084
651,1957,-108.63026184235878
652,1960,-108.63030753639772
653,1963,-108.63031037333504
654,1966,-108.63037136256877
655,1969,-108.63039680826915
656,1972,-108.63042397868439
657,1975,-108.63042627336046
658,1978,-108.63046408287379
659,1981,-108.63047612792107
660,1984,-108.63052928160492
661,1987,-108.63052955987244
662,1990,-108.63053529109152
663,1993,-108.63046224354325
664,1996,-108.63053569349263
665,1999,-108.63070585448983
666,2002,-108.63070301043483
667,2005,-108.63072798515665
668,2008,-108.63072714777499
669,2011,-108.63076998385532
670,2014,-108.6307600396158
671,2017,-108.63074117912372
672,2020,-108.63036614882243
673,2023,-108.6307580923854
674,2026,-108.63076994468715
675,2029,-108.6302734677618
676,2032,-108.63076365285583
677,2035,-108.63073366343856
678,2038,-108.63031081185505
679,2041,-108.63074154296076
680,2044,-108.63078884169744
681,2047,-108.63078096782601
682,2050,-108.63076164390964
683,2053,-108.63076515938859
684,2056,-108.63077256140346
685,2059,-108.63075738183262
686,2062,-108.63077469164907
687,2065,-108.63073254140834
688,2068,-108.63073291869571
689,2071,-108.63081264344324
690,2074,-108.63079315606105
691,2077,-108.6307763596904
692,2080,-108.63093975644895
693,2083,-108.63087236885893
694,2086,-108.63090345083191
695,2089,-108.63091256152535
696,2092,-108.63094345726968
697,2095,-108.63090919392975
698,2098,-108.63089126912928
699,2101,-108.63094373950395
700,2104,-108.63095053405866
701,2107,-108.63087147228194
702,2110,-108.63094691086766
703,2113,-108.63099337218458
704,2116,-108.63099286943897
705,2119,-108.63091203672413
706,2122,-108.63099551572299
707,2125,-108.63092811542535
708,2128,-108.63104393786523
709,2131,-108.63094511538705
710,2134,-108.63104805161383
711,2137,-108.63100257451856
712,2140,-108.63110182419062
713,2143,-108.63117698678049
714,2146,-108.63117900704705
715,2149,-108.63120038107814
716,2152,-108.63114128947171
717,2155,-108.63117793044425
718,2158,-108.6311637954693
719,2161,-108.63121079136388
720,2164,-108.63120145957069
721,2167,-108.63117806347122
722,2170,-108.6311453087373
723,2173,-108.63115699529376
724,2176,-108.63121638492373
725,2179,-108.63120888381262
726,2182,-108.63120509008543
727,2185,-108.63113727079086
728,2188,-108.6311881915176
729,2191,-108.63119808044613
730,2194,-108.63121773946423
731,2197,-108.6310627322153
732,2200,-108.63120703625728
733,2203,-108.63116468126465
734,2206,-108.63120112666628
735,2209,-108.63116989109935
736,2212,-108.63121737458872
737,2215,-108.63127277794784
738,2218,-108.63130437869368
739,2221,-108.63130533105551
740,2224,-108.63132570166343
741,2227,-108.63131929070622
742,2230,-108.63130310151917
743,2233,-108.63132400379862
744,2236,-108.63130945636301
745,2239,-108.63132361992344
746,2242,-108.63135334061094
747,2245,-108.6313099477794
748,2248,-108.63146724033618
749,2251,-108.63139833839102
750,2254,-108.63141345491685
751,2257,-108.6314030356769
752,2260,-108.63145126608947
753,2263,-108.6314413897529
754,2266,-108.631451261862
755,2269,-108.6313358535806
756,2272,-108.63141183541411
757,2275,-108.63136454121629
758,2278,-108.63144214136203
759,2281,-108.63141458063986
760,2284,-108.63140924002343
761,2287,-108.63145622321667
762,2290,-108.63144909074995
763,2293,-108.6313776016407
764,2296,-108.63145104784168
765,2299,-108.63120742519821
766,2302,-108.63139538173984
767,2305,-108.63146672846544
768,2308,-108.6314638671415
769,2311,-108.63145827271985
770,2314,-108.63148706352
771,2317,-108.63142875387663
772,2320,-108.6314748845734
773,2323,-108.63144371939302
774,2326,-108.63145038772707
775,2329,-108.63146589143325
776,2332,-108.63141154814835
777,2335,-108.63137471039023
778,2338,-108.63147108220556
779,2341,-108.63142235657527
780,2344,-108.631434047131
781,2347,-108.63146534946154
782,2350,-108.63139990381302
783,2353,-108.63144272677765
784,2356,-108.6314182921227
785,2359,-108.63145730985593
786,2362,-108.63149569878209
787,2365,-108.63161882161582
788,2368,-108.63157060469415
789,2371,-108.63157088011603
790,2374,-108.63158931280522
791,2377,-108.63162249903446
792,2380,-108.63156191534084
793,2383,-108.63170192329373
794,2386,-108.63165115326807
795,2389,-108.63169112984586
796,2392,-108.63179389276418
797,2395,-108.6317825768281
798,2398,-108.6318046821168
799,2401,-108.63174991339497
800,2404,-108.63184271394341
801,2407,-108.63186102593048
802,2410,-108.6318999176566
803,2413,-108.63189704691005
804,2416,-108.63197812081503
805,2419,-108.63192530938328
806,2422,-108.63202946844379
807,2425,-108.63205781985545
808,2428,-108.63204922770363
809,2431,-108.63206696430035
810,2434,-108.63207692950708
811,2437,-108.63207459766645
812,2440,-108.63165414241412
813,2443,-108.63206706909047
814,2446,-108.63211980088444
815,2449,-108.6322024721024
816,2452,-108.63216495263732
817,2455,-108.6322183671145
818,2458,-108.63218066677165
819,2461,-108.63225334192802
820,2464,-108.6321962689561
821,2467,-108.63221256131234
822,2470,-108.6322279812008
823,2473,-108.63227840805378
824,2476,-108.63214697767057
825,2479,-108.63222633214134
826,2482,-108.63205120056854
827,2485,-108.63225517309367
828,2488,-108.63223960379743
829,2491,-108.63218029575752
830,2494,-108.63212698607757
831,2497,-108.63213431475387
832,2500,-108.63227716929634
833,2503,-108.63228865696429
834,2506,-108.632288560555
835,2509,-108.63222317222592
836,2512,-108.6322311137952
837,2515,-108.6322482707286
838,2518,-108.63230295187404
839,2521,-108.63227169193623
840,2524,-108.63218859387285
841,2527,-108.63227539503542
842,2530,-108.6322744993781
843,2533,-108.63188415786001
844,2536,-108.63225077176634
845,2539,-108.6323910249948
846,2542,-108.63233948539443
847,2545,-108.63231983004427
848,2548,-108.63239361247268
849,2551,-108.63239069274901
850,2554,-108.63237628270782
851,2557,-108.63236598041273
852,2560,-108.63239998487819
853,2563,-108.63210668893825
854,2566,-108.63244908315005
855,2569,-108.63245570492361
856,2572,-108.63243015442079
857,2575,-108.63236104673412
858,2578,-108.63242641371885
859,2581,-108.63252741069672
860,2584,-108.63249080823167
861,2587,-108.63253425887912
862,2590,-108.63261698846625
863,2593,-108.63262766592119
864,2596,-108.63262329931182
865,2599,-108.63267988440246
866,2602,-108.63275957052876
867,2605,-108.63279816131782
868,2608,-108.63280607341832
869,2611,-108.63281715709645
870,2614,-108.63275146426098
871,2617,-108.63285020878031
872,2620,-108.63282654176277
873,2623,-108.63280200475012
874,2626,-108.63286694575677
875,2629,-108.63286760682566
876,2632,-108.63284441029373
877,2635,-108.63276151293603
878,2638,-108.63283910581963
879,2641,-108.63279894245302
880,2644,-108.63287950396958
881,2647,-108.63287548639632
882,2650,-108.63287761706587
883,2653,-108.63286281032218
884,2656,-108.63287788732613
885,2659,-108.63286213902154
886,2662,-108.63288218054448
887,2665,-108.63284125946235
888,2668,-108.63290887950217
889,2671,-108.63309563407147
890,2674,-108.63303910491318
891,2677,-108.63313248804165
892,2680,-108.63298330277428
893,2683,-108.63313589547465
894,2686,-108.63311103448555
895,2689,-108.63306878282496
896,2692,-108.6330535536422
897,2695,-108.63309785630246
898,2698,-108.63312583661487
899,2701,-108.63310393875277
900,2704,-108.6330954732893
901,2707,-108.63313002911336
902,2710,-108.63309310110135
903,2713,-108.63309127118019
904,2716,-108.63314695827322
905,2719,-108.63315264979168
906,2722,-108.63314465183556
907,2725,-108.63304484945242
908,2728,-108.63311767871448
909,2731,-108.63315482854578
910,2734,-108.6331770195842
911,2737,-108.6330701652441
912,2740,-108.6331459223792
913,2743,-108.63317609585113
914,2746,-108.63315234373336
915,2749,-108.63312919525127
916,2752,-108.63309851483358
917,2755,-108.6331781664899
918,2758,-108.63307605192928
919,2761,-108.63318869607426
920,2764,-108.63317285799106
921,2767,-108.63322735728993
922,2770,-108.63315915816851
923,2773,-108.63322310529968
924,2776,-108.63326431524698
925,2779,-108.63318166737761
926,2782,-108.63314231630453
927,2785,-108.63329116354068
928,2788,-108.63337791660635
929,2791,-108.63331929853477
930,2794,-108.63332747301871
931,2797,-108.63326033854571
932,2800,-108.63327688195442
933,2803,-108.63327416092716
934,2806,-108.63331177403091
935,2809,-108.63297259901782
936,2812,-108.63320447517378
937,2815,-108.63317558193158
938,2818,-108.63326002023726
939,2821,-108.63331604591711
940,2824,-108.6334288501782
941,2827,-108.63313510682457
942,2830,-108.6333610408976
943,2833,-108.6332264677329
944,2836,-108.63313248836539
945,2839,-108.63310196834844
946,2842,-108.63343986614528
947,2845,-108.6334375779941
948,2848,-108.63343046131043
949,2851,-108.63333286603253
950,2854,-108.63340323570992
951,2857,-108.63343921166495
952,2860,-108.63331465161473
953,2863,-108.63342629615187
954,2866,-108.6334476248184
955,2869,-108.63325110794106
956,2872,-108.63344920161182
957,2875,-108.63329920653996
958,2878,-108.63319082847669
959,2881,-108.6332363655051
960,2884,-108.63328757596064
961,2887,-108.6334311244948
962,2890,-108.63335408932342
963,2893,-108.63341857576572
964,2896,-108.63344229786634
965,2899,-108.6333767094519
966,2902,-108.63340868104844
967,2905,-108.63336020538384
968,2908,-108.63335634015974
969,2911,-108.63345781425535
970,2914,-108.63347591790622
971,2917,-108.63352916035102
972,2920,-108.63328204774673
973,2923,-108.63344240409711
974,2926,-108.63351751939996
975,2929,-108.63349372350709
976,2932,-108.6335204918031
977,2935,-108.63344022499325
978,2938,-108.63342693266057
979,2941,-108.63348644034956
980,2944,-108.63353297794063
981,2947,-108.63352728556303
982,2950,-108.63326245711757
983,2953,-108.6335198820007
984,2956,-108.63340588143596
985,2959,-108.63339164333375
986,2962,-108.63352234712768
987,2965,-108.63347146211349
988,2968,-108.63351942586597
989,2971,-108.63337080518541
990,2974,-108.63341218283387
991,2977,-108.63324160205474
992,2980,-108.6334131475474
993,2983,-108.63343090933857
994,2986,-108.63336820649056
995,2989,-108.6332930462305
996,2992,-108.63341456095213
997,2995,-108.63352322084324
998,2998,-108.63350785406112
999,3001,-108.63343446516363
