R,E
0.80,-108.4189067436
0.90,-108.7969246347
1.00,-108.9460653060
1.10,-108.9722112025
1.20,-108.9344034140
1.30,-108.8664156612
1.40,-108.7863198344
1.50,-108.7046284861
1.60,-108.6264837757
1.70,-108.5545850298
1.80,-108.4901007859
1.90,-108.4334837060
2.00,-108.3835404398
2.10,-108.3428626643
2.2000000000,-108.3294407894
2.3000000000,-108.3002286610
