iter,nfev,E
245,  360,-1.137108209850
246,  362,-1.137112804583
247,  364,-1.137106031702
248,  365,-1.137107664890
249,  367,-1.137113562443
250,  368,-1.137113147027
251,  369,-1.137113826840
252,  370,-1.137110816160
253,  372,-1.137110438567
254,  373,-1.137108212088
255,  374,-1.137110517349
256,  375,-1.137113698969
257,  377,-1.137113274673
258,  378,-1.137113690644
259,  380,-1.137113088437
260,  381,-1.137112887723
261,  382,-1.137112399264
262,  384,-1.137114854629
263,  386,-1.137114708391
264,  388,-1.137115676564
265,  390,-1.137114993168
266,  391,-1.137113467772
267,  393,-1.137114961243
268,  395,-1.137114479184
269,  397,-1.137115679689
270,  398,-1.137114273706
271,  399,-1.137114095482
272,  401,-1.137115746082
273,  402,-1.137115120650
274,  403,-1.137114392215
275,  405,-1.137115946815
276,  407,-1.137115842166
277,  408,-1.137115673927
278,  409,-1.137116259985
279,  410,-1.137115664008
280,  411,-1.137116290201
281,  412,-1.137116003802
282,  414,-1.137116536588
283,  416,-1.137116606144
284,  417,-1.137116198991
285,  418,-1.137116526032
286,  420,-1.137116592706
287,  422,-1.137115494165
288,  423,-1.137116149453
289,  425,-1.137116849699
290,  427,-1.137116918401
291,  428,-1.137116406167
292,  430,-1.137116838733
293,  432,-1.137116900497
294,  434,-1.137116883560
295,  436,-1.137116871435
296,  438,-1.137116921822
297,  440,-1.137116904614
298,  441,-1.137116780665
299,  442,-1.137116727556
300,  444,-1.137116947768
301,  446,-1.137117005712
302,  448,-1.137116993971
303,  450,-1.137117009107
304,  452,-1.137117001046
305,  453,-1.137116897635
306,  455,-1.137117017315
307,  456,-1.137116994367
308,  457,-1.137116906266
309,  459,-1.137117025583
310,  460,-1.137116975666
311,  462,-1.137117030631
312,  464,-1.137117041884
313,  466,-1.137117035226
314,  468,-1.137117035908
315,  470,-1.137117047507
316,  472,-1.137117050259
317,  474,-1.137117053735
318,  475,-1.137117009277
319,  477,-1.137117056327
320,  479,-1.137117056230
321,  481,-1.137117052399
322,  482,-1.137117036661
323,  483,-1.137117037273
324,  485,-1.137117058139
325,  487,-1.137117059746
326,  489,-1.137117062160
327,  491,-1.137117059222
328,  493,-1.137117059813
329,  495,-1.137117061104
330,  497,-1.137117063111
331,  499,-1.137117063292
332,  500,-1.137117059155
333,  502,-1.137117063992
334,  504,-1.137117064761
335,  506,-1.137117064686
336,  508,-1.137117065246
337,  510,-1.137117065796
338,  512,-1.137117065333
339,  514,-1.137117065615
340,  516,-1.137117065461
341,  518,-1.137117065923
342,  520,-1.137117066108
343,  522,-1.137117066342
344,  524,-1.137117066378
345,  526,-1.137117066585
346,  528,-1.137117066825
347,  530,-1.137117066905
348,  531,-1.137117065820
349,  532,-1.137117065638
350,  533,-1.137117065691
351,  535,-1.137117066962
352,  537,-1.137117066901
353,  539,-1.137117066909
354,  540,-1.137117065888
355,  542,-1.137117067041
356,  543,-1.137117066070
357,  545,-1.137117067060
358,  547,-1.137117067022
359,  549,-1.137117067109
360,  550,-1.137117066477
361,  552,-1.137117067108
362,  554,-1.137117067133
363,  556,-1.137117067180
364,  558,-1.137117067224
365,  559,-1.137117066913
366,  561,-1.137117067235
367,  563,-1.137117067250
368,  565,-1.137117067235
369,  566,-1.137117067059
370,  568,-1.137117067262
371,  570,-1.137117067292
372,  572,-1.137117067274
373,  574,-1.137117067279
374,  576,-1.137117067291
375,  578,-1.137117067306
376,  580,-1.137117067292
377,  582,-1.137117067301
378,  584,-1.137117067311
379,  585,-1.137117067272
380,  587,-1.137117067315
381,  589,-1.137117067321
382,  590,-1.137117067303
383,  592,-1.137117067331
384,  594,-1.137117067332
385,  595,-1.137117067299
386,  597,-1.137117067334
387,  599,-1.137117067332
388,  601,-1.137117067335
389,  603,-1.137117067335
390,  605,-1.137117067335
391,  607,-1.137117067336
392,  609,-1.137117067338
393,  611,-1.137117067338
394,  613,-1.137117067339
395,  615,-1.137117067341
396,  617,-1.137117067343
397,  618,-1.137117067336
398,  620,-1.137117067343
399,  622,-1.137117067343
400,  624,-1.137117067343
401,  626,-1.137117067343
402,  628,-1.137117067343
403,  630,-1.137117067344
404,  632,-1.137117067344
405,  634,-1.137117067344
406,  636,-1.137117067344
407,  638,-1.137117067344
408,  640,-1.137117067345
409,  642,-1.137117067345
410,  644,-1.137117067345
411,  646,-1.137117067345
412,  648,-1.137117067345
413,  650,-1.137117067345
414,  652,-1.137117067345
415,  654,-1.137117067345
